year,team,ishome,week,pts,ptsallowed
2012,NYG,1,1,17,24
2012,DAL,0,1,24,17
2012,CHI,1,1,41,21
2012,IND,0,1,21,41
2012,MIN,1,1,26,23
2012,JAC,0,1,23,26
2012,NYJ,1,1,48,28
2012,BUF,0,1,28,48
2012,HOU,1,1,30,10
2012,MIA,0,1,10,30
2012,TEN,1,1,13,34
2012,NE,0,1,34,13
2012,DET,1,1,27,23
2012,STL,0,1,23,27
2012,NO,1,1,32,40
2012,WAS,0,1,40,32
2012,CLE,1,1,16,17
2012,PHI,0,1,17,16
2012,KC,1,1,24,40
2012,ATL,0,1,40,24
2012,GB,1,1,22,30
2012,SF,0,1,30,22
2012,ARI,1,1,20,16
2012,SEA,0,1,16,20
2012,TB,1,1,16,10
2012,CAR,0,1,10,16
2012,DEN,1,1,31,19
2012,PIT,0,1,19,31
2012,BAL,1,1,44,13
2012,CIN,0,1,13,44
2012,OAK,1,1,14,22
2012,SD,0,1,22,14
2012,GB,1,2,23,10
2012,CHI,0,2,10,23
2012,NYG,1,2,41,34
2012,TB,0,2,34,41
2012,CAR,1,2,35,27
2012,NO,0,2,27,35
2012,NE,1,2,18,20
2012,ARI,0,2,20,18
2012,IND,1,2,23,20
2012,MIN,0,2,20,23
2012,PHI,1,2,24,23
2012,BAL,0,2,23,24
2012,BUF,1,2,35,17
2012,KC,0,2,17,35
2012,CIN,1,2,34,27
2012,CLE,0,2,27,34
2012,JAC,1,2,7,27
2012,HOU,0,2,27,7
2012,SEA,1,2,27,7
2012,DAL,0,2,7,27
2012,STL,1,2,31,28
2012,WAS,0,2,28,31
2012,PIT,1,2,27,10
2012,NYJ,0,2,10,27
2012,SD,1,2,38,10
2012,TEN,0,2,10,38
2012,MIA,1,2,35,13
2012,OAK,0,2,13,35
2012,SF,1,2,27,19
2012,DET,0,2,19,27
2012,ATL,1,2,27,21
2012,DEN,0,2,21,27
2012,CAR,1,3,7,36
2012,NYG,0,3,36,7
2012,DAL,1,3,16,10
