SF,14.417,1,18,27
BAL,14.417,1,21,33
PIT,15.000,1,18,33
NYJ,15.542,1,15,28
NE,17.250,1,23,37
GB,18.042,1,21,36
ATL,18.542,1,19,32
SD,18.917,1,17,30
NO,19.167,1,19,37
SEA,19.292,1,13,19
CIN,19.333,1,13,23
CLE,20.125,1,9,14
HOU,20.667,1,13,25
TEN,20.958,1,13,23
BUF,21.125,1,10,16
CHI,21.167,0,15,26
DAL,21.250,1,13,25
MIN,21.375,1,13,21
IND,21.375,1,15,26
KC,21.458,1,11,21
PHI,21.625,1,13,29
JAC,22.000,1,14,20
CAR,22.042,1,10,16
ARI,23.083,0,14,23
MIA,23.167,0,9,20
WAS,23.417,0,7,15
DET,23.458,1,11,18
NYG,23.458,1,13,27
STL,24.333,1,6,10
OAK,24.500,1,10,21
DEN,24.917,0,10,20
TB,25.917,0,8,17
